City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
293,north platte,90,US,1518760380,67,41.12,-100.77,17.6,16.11
294,manokwari,8,ID,1518761056,100,-0.87,134.08,82.54,10.36
295,upernavik,44,GL,1518761056,100,72.79,-56.15,-10.17,6.22
296,rathdrum,40,IE,1518760800,80,52.93,-6.23,37.4,8.05
297,sirjan,0,IR,1518760841,54,29.44,55.67,56.89,4.21
298,seryshevo,0,RU,1518761057,71,51.09,128.38,6.44,10.58
299,aranda de duero,88,ES,1518761058,95,41.67,-3.69,41.95,2.75
300,monrovia,75,LR,1518759000,94,6.33,-10.8,75.2,3.36
301,henties bay,100,NA,1518761058,100,-22.12,14.28,63.59,3.76
302,saint george,75,GR,1518758400,75,39.45,22.34,44.6,12.75
303,sao joao da barra,88,BR,1518761060,98,-21.64,-41.05,79.3,8.46
304,mitzic,92,GA,1518761060,99,0.78,11.55,69.8,2.53
305,champerico,5,MX,1518756660,73,16.38,-93.6,69.8,3.42
306,usinsk,80,RU,1518761061,84,66.0,57.56,14.59,11.36
307,staroye drozhzhanoye,32,RU,1518761061,72,54.73,47.56,-2.16,3.09
308,yumen,88,CN,1518761062,94,40.29,97.04,28.67,14.38
309,kaputa,48,ZM,1518761062,95,-8.47,29.66,66.52,2.64
310,lewiston,90,US,1518756960,69,46.42,-117.02,35.6,4.99
311,springdale,20,US,1518757200,82,36.19,-94.13,66.2,12.75
312,abong mbang,8,CM,1518761064,96,3.98,13.18,69.44,3.98
313,coruripe,36,BR,1518761064,100,-10.12,-36.18,78.22,9.24
314,bayan,20,MN,1518761064,67,47.25,107.54,19.49,5.66
315,dombarovskiy,48,RU,1518761065,74,50.76,59.54,-2.97,4.43
316,coihaique,56,CL,1518757200,87,-45.58,-72.07,59.0,4.7
317,derzhavinsk,80,KZ,1518761066,87,51.1,66.31,17.65,7.45
318,uruzgan,0,AF,1518761067,70,32.93,66.63,40.6,2.53
319,sing buri,0,TH,1518761067,53,14.89,100.4,94.82,4.54
320,port keats,64,AU,1518761067,99,-14.25,129.55,81.28,6.44
321,pangnirtung,24,CA,1518761068,55,66.15,-65.72,-32.31,4.65
322,pitanga,0,BR,1518761068,86,-24.76,-51.76,65.08,6.44
323,iquique,20,CL,1518757200,77,-20.22,-70.14,68.0,8.05
324,havoysund,20,NO,1518758400,74,71.0,24.66,28.4,6.93
325,edendale,8,ZA,1518761070,86,-29.65,30.31,67.6,2.98
326,miercurea-ciuc,80,RO,1518761070,91,46.35,25.8,25.3,2.64
327,hasanabad,90,IR,1518759000,81,35.37,51.24,48.2,4.7
328,port hardy,90,CA,1518757200,93,50.7,-127.42,37.4,4.7
329,iqaluit,90,CA,1518757200,55,63.75,-68.52,-22.01,6.93
330,lasa,40,CY,1518759000,76,34.92,32.53,60.8,5.82
331,la primavera,0,AR,1518757200,60,-32.92,-68.67,75.2,4.7
332,svetlogorsk,75,RU,1518759000,79,53.14,59.15,19.4,6.71
333,terenos,40,BR,1518757200,88,-20.44,-54.87,75.2,4.7
334,kropotkin,24,RU,1518761074,83,45.43,40.58,35.15,14.83
335,beihai,0,CN,1518759000,100,38.95,121.19,32.0,15.66
336,dalbandin,0,PK,1518761076,64,28.9,64.41,67.37,4.43
337,deqing,75,CN,1518759000,93,30.54,119.97,42.8,2.24
338,jadu,92,LY,1518761077,94,31.95,12.03,45.86,7.78
339,tarakan,32,ID,1518761077,91,3.3,117.63,83.62,4.88
340,isiro,92,CD,1518761078,85,2.77,27.62,74.75,2.64
341,bafoulabe,20,ML,1518761078,44,13.81,-10.83,68.27,8.23
342,barrow,0,AR,1518761079,55,-38.31,-60.23,69.04,12.48
343,orel-izumrud,75,RU,1518759000,61,43.46,39.92,50.0,6.71
344,kalashnikovo,92,RU,1518761080,85,57.28,35.23,17.15,9.24
345,kyabram,0,AU,1518761080,55,-36.31,145.05,76.24,6.67
346,prainha,12,BR,1518761081,100,-1.8,-53.48,73.85,1.63
347,pauini,36,BR,1518761081,99,-7.71,-67.0,71.42,2.64
348,lumeje,88,AO,1518761082,95,-11.56,20.78,67.82,4.21
349,plouzane,0,FR,1518759000,99,48.38,-4.62,35.6,3.36
350,bayji,100,IQ,1518761083,100,34.93,43.49,50.23,9.35
351,dehloran,92,IR,1518761083,99,32.69,47.27,56.62,9.69
352,mount pleasant,1,US,1518758100,82,33.16,-94.97,69.8,9.17
353,qaqortoq,8,GL,1518760200,60,60.72,-46.03,8.6,4.7
354,klaksvik,24,FO,1518760200,92,62.23,-6.59,39.2,10.29
355,kondinskoye,68,RU,1518761085,81,59.65,67.41,10.85,5.44
356,yendi,0,GH,1518761086,47,9.45,0.0,69.17,5.44
357,havelock,1,US,1518760440,82,34.88,-76.9,66.2,12.75
358,gornyye klyuchi,76,RU,1518761087,81,45.25,133.5,21.56,4.54
359,saint-georges,92,CA,1518761087,93,46.12,-70.67,37.67,8.23
360,quatre cocos,75,MU,1518757200,79,-20.21,57.76,84.2,12.75
361,airai,100,TL,1518761088,95,-8.93,125.41,71.06,2.08
362,stephenville,1,US,1518760500,82,32.22,-98.2,68.0,16.11
363,notodden,90,NO,1518758400,100,59.56,9.26,30.2,6.93
364,byron bay,90,AU,1518759000,78,-28.65,153.62,82.4,13.87
365,van,40,TR,1518756600,86,38.51,43.37,28.4,3.36
366,high level,5,CA,1518757200,76,58.52,-117.13,-4.01,2.24
367,yenagoa,12,NG,1518761090,93,4.92,6.26,74.89,5.88
368,ancud,92,CL,1518761091,95,-41.87,-73.83,60.67,4.65
369,cabedelo,75,BR,1518757200,94,-6.97,-34.84,73.4,2.24
370,laguna,68,MX,1518761092,65,27.52,-110.01,69.89,2.19
371,vaitape,80,PF,1518761092,98,-16.52,-151.75,82.31,14.94
372,bijar,64,IR,1518761093,56,35.87,47.6,36.41,3.87
373,claremore,90,US,1518760500,66,36.31,-95.62,64.4,13.87
374,strathmore,75,CA,1518758880,53,51.04,-113.4,24.8,27.51
375,aksarka,68,RU,1518761094,74,66.56,67.8,6.22,9.24
376,dali,0,CN,1518761094,48,25.6,100.24,60.85,2.19
377,moron,76,VE,1518761095,89,10.49,-68.2,65.66,3.42
378,victor harbor,20,AU,1518759000,49,-35.55,138.62,73.4,14.99
379,salalah,40,OM,1518756600,61,17.01,54.1,77.0,9.24
380,yavaros,32,MX,1518761096,58,26.7,-109.52,69.62,5.99
381,trairi,56,BR,1518760856,100,-3.28,-39.27,77.27,2.98
382,porto novo,75,BR,1518760800,88,-23.68,-45.44,68.0,2.75
383,alpena,90,US,1518759300,79,45.06,-83.43,28.4,14.99
384,poronaysk,24,RU,1518761098,82,49.22,143.1,7.25,6.89
385,erenhot,0,CN,1518761098,35,43.65,111.97,24.94,8.01
386,podporozhye,80,RU,1518761099,81,60.91,34.16,12.11,5.1
387,shubarkuduk,24,KZ,1518761099,86,49.15,56.49,2.8,4.88
388,jawa,0,NG,1518761099,36,12.81,11.04,66.02,9.01
389,waingapu,88,ID,1518761100,93,-9.65,120.26,77.9,13.15
390,muli,0,IN,1518761100,33,22.62,71.45,84.52,7.11
391,gaya,0,IN,1518759000,49,24.8,85.01,73.4,3.36
392,san policarpo,0,PH,1518761102,90,12.18,125.51,83.17,5.88
393,accra,75,GH,1518757200,94,5.56,-0.21,80.6,8.05
394,kemi,90,FI,1518760200,86,65.74,24.56,28.4,12.75
395,saint anthony,90,US,1518759660,85,43.97,-111.68,24.8,10.29
396,panama city,75,US,1518756960,100,30.16,-85.65,66.2,9.17
397,zonguldak,75,TR,1518758820,100,41.25,31.83,35.6,3.36
398,port hedland,40,AU,1518759000,37,-20.31,118.58,100.4,14.99
399,polovinnoye,64,RU,1518761105,92,54.79,65.99,15.35,4.43
400,rajampet,0,IN,1518755400,47,14.19,79.16,80.6,3.36
401,rocha,0,UY,1518761106,79,-34.48,-54.34,64.85,11.25
402,lompoc,1,US,1518759300,46,34.64,-120.46,60.8,5.82
403,sonneberg,88,DE,1518761106,89,50.36,11.17,29.8,3.65
404,limbang,75,BN,1518759000,66,4.75,115.01,86.0,6.93
405,hay river,40,CA,1518757200,75,60.82,-115.79,-18.41,2.53
406,vanavara,48,RU,1518761108,62,60.35,102.28,0.41,3.76
407,bilsanda,0,IN,1518761108,88,28.25,79.95,68.59,6.44
408,ottumwa,90,US,1518759300,86,41.02,-92.41,33.8,20.8
409,vestmanna,36,FO,1518760200,97,62.16,-7.17,39.2,10.29
410,caravelas,88,BR,1518761110,100,-17.73,-39.27,80.42,12.26
411,palembang,75,ID,1518757200,70,-2.99,104.76,87.8,9.17
412,samarai,0,PG,1518761111,97,-10.62,150.67,84.29,23.11
413,port lincoln,32,AU,1518761111,83,-34.72,135.86,69.49,7.0
414,plaster rock,75,CA,1518756960,86,46.91,-67.4,37.4,8.05
415,robertsport,0,LR,1518761112,100,6.75,-11.37,80.15,11.7
416,chapleau,80,CA,1518761112,67,47.85,-83.4,6.8,6.67
417,mitu,92,IR,1518761113,54,36.2,46.09,37.45,2.75
418,senno,90,RU,1518759000,92,57.76,27.95,19.4,4.47
419,lixourion,0,GR,1518758400,71,38.2,20.43,50.0,11.41
420,padang,24,ID,1518761114,100,-0.92,100.36,82.4,6.44
421,dakar,64,SN,1518761114,89,14.69,-17.45,65.21,29.37
422,kirkwall,20,GB,1518760200,80,58.98,-2.96,39.2,14.99
423,la baule-escoublac,0,FR,1518759000,100,47.28,-2.4,41.0,1.12
424,marica,75,BR,1518757200,78,-22.92,-42.82,77.0,4.7
425,faya,0,SA,1518757200,29,18.39,42.45,60.8,5.82
426,poum,0,MK,1518761117,83,41.28,20.71,12.2,2.19
427,orlik,64,RU,1518761117,74,52.51,99.83,14.72,2.42
428,kulhudhuffushi,88,MV,1518761118,99,6.62,73.07,82.22,15.05
429,todos santos,75,MX,1518756000,72,23.45,-110.23,68.0,4.7
430,naze,0,NG,1518761119,95,5.43,7.07,73.67,5.99
431,tafresh,92,IR,1518761119,89,34.69,50.01,39.47,2.86
432,nanpiao,0,CN,1518761120,19,41.1,120.75,27.5,13.94
433,vostok,64,RU,1518761120,58,46.45,135.83,12.11,3.2
434,chifeng,0,CN,1518761120,33,42.27,118.96,22.33,10.25
435,praia,0,BR,1518757200,77,-20.25,-43.81,69.8,4.7
436,tabuk,24,PH,1518761121,62,17.41,121.44,82.0,2.3
437,jalu,0,LY,1518761122,82,29.03,21.55,50.14,14.72
438,qasigiannguit,64,GL,1518760200,77,68.82,-51.19,-2.21,10.29
439,pisco,90,PE,1518757200,83,-13.71,-76.2,73.4,5.82
440,dandong,0,CN,1518761123,19,40.12,124.37,31.15,9.8
441,severo-kurilsk,24,RU,1518761123,100,50.68,156.12,23.95,16.51
442,lata,12,IN,1518761124,74,30.78,78.62,53.02,1.97
443,bonavista,88,CA,1518761124,98,48.65,-53.11,28.54,11.48
444,pathein,0,MM,1518761124,36,16.78,94.73,91.18,10.13
445,dukat,20,RS,1518761125,90,42.44,22.31,21.47,2.08
446,chumikan,36,RU,1518761125,45,54.72,135.31,7.61,7.34
447,veinticinco de mayo,0,AR,1518761126,80,-27.38,-54.75,71.47,7.67
448,merrill,75,US,1518760380,79,42.03,-121.6,21.2,1.41
449,ginir,0,ET,1518761127,48,7.14,40.71,68.27,3.76
450,piacabucu,92,BR,1518760928,95,-10.41,-36.43,74.3,5.32
451,sterling,75,US,1518759480,72,39.0,-77.4,69.8,3.36
452,carauari,92,BR,1518761128,99,-4.88,-66.9,70.75,2.42
453,kota kinabalu,75,MY,1518759000,75,5.98,116.07,89.6,3.36
454,uarini,32,BR,1518760938,100,-2.98,-65.16,71.24,2.64
455,puerto escondido,0,MX,1518761130,100,15.86,-97.07,81.64,4.76
456,araouane,8,ML,1518761130,39,18.9,-3.53,54.1,3.42
457,hambantota,0,LK,1518761131,94,6.12,81.12,83.3,16.17
458,lakeway,20,US,1518760740,88,30.36,-97.99,68.0,4.7
459,den helder,0,NL,1518760500,86,52.96,4.76,41.0,13.87
460,namwala,80,ZM,1518761133,99,-15.75,26.45,68.0,4.65
461,chapais,75,CA,1518757260,85,49.78,-74.86,10.4,8.05
462,laredo,1,US,1518758100,78,27.51,-99.51,71.6,13.87
463,guerrero negro,92,MX,1518761134,93,27.97,-114.04,64.22,3.31
464,poso,80,ID,1518761135,100,-1.4,120.75,80.29,4.99
465,bend,1,US,1518760560,68,44.06,-121.32,28.4,4.7
466,polyarnyy,75,RU,1518759000,79,69.2,33.45,26.6,4.47
467,tiznit,92,MA,1518761136,78,29.7,-9.73,59.0,1.63
468,husavik,0,CA,1518761137,60,50.56,-96.99,-2.74,12.48
469,qandala,0,SO,1518761137,74,11.47,49.87,71.2,3.2
470,belmonte,88,PT,1518761138,97,40.36,-7.35,46.22,1.74
471,betafo,0,MG,1518761138,95,-19.84,46.86,69.04,3.65
472,gayeri,0,BF,1518761138,45,12.65,0.49,65.84,10.25
473,changping,0,CN,1518759000,11,40.22,116.23,44.6,2.24
474,shwebo,0,MM,1518761139,65,22.57,95.7,80.87,9.01
475,wakkanai,75,JP,1518759840,85,45.41,141.67,23.0,24.16
476,agadez,0,NE,1518757200,16,16.97,7.99,66.2,16.11
477,zarubino,76,RU,1518761141,75,42.65,131.06,32.45,8.68
478,dakoro,0,NE,1518761141,35,14.51,6.76,59.0,12.71
479,sungai pelek,75,MY,1518759000,63,2.64,101.72,91.4,4.7
480,antofagasta,75,CL,1518757200,82,-23.65,-70.4,66.2,1.12
481,providencia,88,CO,1518761142,95,1.24,-77.6,50.23,1.97
482,vao,56,EE,1518761143,82,59.1,26.19,16.7,4.99
483,berlin,40,DE,1518760200,95,52.52,13.39,33.8,10.29
484,kalmunai,88,LK,1518761144,89,7.42,81.82,80.02,9.01
485,abalak,0,NE,1518761144,49,15.46,6.28,55.94,9.69
486,okrisky,90,CZ,1518759060,92,49.25,15.77,30.2,4.7
487,westport,75,IE,1518760800,100,53.8,-9.52,33.8,10.29
488,lysva,56,RU,1518761146,82,58.11,57.8,10.0,7.56
489,hazorasp,32,UZ,1518759000,53,41.32,61.08,23.0,6.93
490,camacha,40,PT,1518759000,76,33.08,-16.33,57.2,3.36
491,haverfordwest,0,GB,1518756600,86,51.8,-4.97,30.2,2.24
492,prachuap khiri khan,0,TH,1518761147,38,11.81,99.79,94.33,2.3
493,sechura,100,PE,1518761148,93,-5.56,-80.82,73.99,5.77
494,miragoane,12,HT,1518761148,100,18.44,-73.09,77.36,3.87
495,buta,88,CD,1518761149,97,2.79,24.73,71.92,2.86
496,energetik,44,RU,1518761149,90,51.74,58.8,5.9,4.43
497,shagonar,80,RU,1518761149,84,51.54,92.92,8.47,1.74
498,shirochanka,0,RU,1518761150,93,46.66,38.33,32.54,15.17
499,banjarmasin,40,ID,1518757200,79,-3.32,114.59,86.0,12.75
500,puerto baquerizo moreno,88,EC,1518761151,99,-0.9,-89.6,76.01,7.11
501,cody,1,US,1518756960,84,44.53,-109.06,1.4,3.36
502,carballo,90,ES,1518759000,100,43.21,-8.69,51.8,2.24
503,japura,68,ID,1518761152,74,-0.42,102.29,84.65,2.98
504,itarema,92,BR,1518761152,100,-2.92,-39.92,71.6,4.43
505,port macquarie,0,AU,1518757200,47,-31.43,152.91,80.6,17.22
506,taldan,48,RU,1518761153,40,53.69,124.82,5.5,8.23
507,rawson,44,AR,1518761154,57,-43.3,-65.11,73.18,7.0
508,bayamo,20,CU,1518756600,83,20.38,-76.64,71.6,10.29
509,talnakh,80,RU,1518761155,83,69.49,88.39,-2.11,8.68
510,suez,0,EG,1518761155,78,29.97,32.54,45.77,2.75
511,aswan,0,EG,1518757200,76,24.09,32.9,57.2,4.7
512,gambela,100,ET,1518761156,52,8.25,34.59,75.02,3.76
513,namatanai,8,PG,1518761156,97,-3.66,152.44,84.07,16.84
514,lazaro cardenas,12,MX,1518761157,39,28.39,-105.62,66.47,8.68
515,luena,92,AO,1518761157,98,-11.78,19.91,65.08,3.76
516,dingle,12,PH,1518761157,76,11.0,122.67,85.19,7.45
517,rairangpur,0,IN,1518757200,33,22.27,86.18,77.0,4.7
518,dasoguz,0,TM,1518759000,62,41.84,59.97,23.0,6.93
519,kulu,12,CD,1518761159,98,3.47,23.69,72.64,2.98
520,sanpaul,56,RO,1518759000,98,46.45,24.35,33.8,2.24
521,catuday,24,PH,1518761160,89,16.29,119.81,84.74,5.21
522,atenas,0,CR,1518757200,64,9.98,-84.38,69.8,16.11
523,minuri,12,PH,1518761161,92,16.54,121.86,83.8,4.32
524,bacolod,56,PH,1518761161,84,10.68,122.95,82.27,6.11
525,petatlan,8,MX,1518761161,95,17.52,-101.27,77.45,3.98
526,boksitogorsk,88,RU,1518761162,86,59.47,33.85,16.84,4.99
527,klembivka,88,UA,1518761162,95,48.38,28.4,30.52,3.09
528,murgab,90,TM,1518757200,80,37.5,61.97,41.0,6.93
529,kuusamo,90,FI,1518760200,92,65.96,29.19,23.0,6.93
530,williams lake,90,CA,1518759480,85,52.13,-122.14,19.4,8.05
531,prado,48,BR,1518761164,100,-17.34,-39.22,78.58,10.69
532,dimbokro,0,CI,1518761165,86,6.65,-4.7,74.98,7.11
533,vila velha,75,BR,1518760800,94,-3.71,-38.6,77.0,3.36
534,ialibu,40,PG,1518757200,56,-6.28,143.99,73.4,13.87
535,vadnagar,0,IN,1518761166,58,23.78,72.63,79.34,4.43
536,ravar,0,IR,1518761144,22,31.27,56.81,64.04,1.41
537,bam,0,IR,1518761134,27,29.11,58.36,69.62,1.97
538,palmer,20,AU,1518759000,49,-34.85,139.16,73.4,14.99
539,ekhabi,68,RU,1518761167,88,53.51,142.97,4.15,20.76
540,biak,68,ID,1518761168,84,-0.91,122.88,85.1,1.41
541,sao filipe,92,CV,1518761169,100,14.9,-24.5,69.35,14.5
542,victoria,75,BN,1518759000,83,5.28,115.24,86.0,4.7
543,atbasar,68,KZ,1518761170,88,51.81,68.36,13.15,4.65
544,luderitz,44,NA,1518757200,88,-26.65,15.16,62.6,2.24
545,halifax,90,CA,1518757200,100,44.65,-63.58,35.6,5.82
546,porto velho,75,BR,1518760800,88,-8.75,-63.87,75.2,8.05
547,tautira,75,PF,1518757500,69,-17.73,-149.15,82.4,13.04
548,preobrazheniye,80,RU,1518761172,61,42.9,133.91,23.45,5.21
549,tighina,90,RO,1518759000,100,44.57,24.3,33.8,3.36
550,moura,40,PT,1518757200,100,38.14,-7.45,41.0,1.12
551,richards bay,36,ZA,1518761174,86,-28.77,32.06,75.97,1.3
552,kysyl-syr,48,RU,1518761174,68,63.9,122.77,-4.99,4.99
553,lesosibirsk,64,RU,1518761175,80,58.22,92.49,4.1,3.42
554,ahipara,36,NZ,1518761175,83,-35.17,173.16,74.17,8.46
555,talovaya,88,RU,1518761175,85,51.12,40.73,17.29,12.26
556,chhabra,0,IN,1518761176,44,24.67,76.85,78.58,4.32
557,crotone,0,IT,1518756900,85,39.09,17.12,24.8,14.99
558,hamilton,75,BM,1518756900,88,32.3,-64.78,66.2,8.05
559,adrar,0,DZ,1518757200,29,27.87,-0.29,48.2,11.41
560,oistins,40,BB,1518757200,73,13.07,-59.53,77.0,20.8
561,zanjan,0,IR,1518757200,84,36.67,48.48,37.4,3.42
562,maragogi,92,BR,1518760965,90,-9.01,-35.22,77.27,6.22
563,imeni poliny osipenko,12,RU,1518761179,55,52.42,136.49,6.4,3.31
564,constitucion,36,MX,1518761180,81,23.99,-104.67,52.12,3.31
565,nuuk,76,GL,1518760200,92,64.17,-51.74,12.2,6.93
566,petropavlovsk-kamchatskiy,75,RU,1518759000,37,53.05,158.65,21.2,15.66
567,phulabani,8,IN,1518761084,34,20.47,84.23,79.12,6.44
568,agadir,0,MA,1518757200,51,30.42,-9.58,59.0,6.93
569,la ronge,5,CA,1518757200,70,55.1,-105.3,1.4,5.82
570,alta floresta,92,BR,1518761183,99,-9.87,-56.08,70.03,2.19
571,yanam,8,IN,1518761177,63,16.73,82.22,83.66,4.32
572,vestmannaeyjar,80,IS,1518761184,92,63.44,-20.27,37.94,21.09
573,hailar,12,CN,1518761184,77,49.2,119.7,5.68,12.48
574,sasolburg,80,ZA,1518757200,93,-26.81,27.82,59.0,3.42
575,clyde river,75,CA,1518757200,66,70.47,-68.59,-32.81,2.24
576,kambove,56,CD,1518761185,96,-10.88,26.6,64.18,1.97
577,pucallpa,75,PE,1518757200,94,-8.38,-74.54,73.4,1.12
578,spodnja idrija,0,SI,1518759000,92,46.03,14.02,28.4,1.63
579,ischia,0,IT,1518756900,51,46.03,11.25,37.4,1.97
580,vila franca do campo,40,PT,1518759000,81,37.72,-25.43,53.6,17.22
581,juan lacaze,8,UY,1518761188,56,-34.43,-57.44,70.39,13.49
582,mutsu,75,JP,1518757200,100,41.29,141.2,32.0,11.41
583,luancheng,0,CN,1518757200,15,37.88,114.65,46.4,11.18
584,eureka,90,US,1518759300,87,40.8,-124.16,46.4,4.7
585,half moon bay,20,US,1518759300,100,37.46,-122.43,51.8,8.46
586,kavaratti,0,IN,1518760988,100,10.57,72.64,82.31,6.67
587,tual,44,ID,1518761191,100,-5.67,132.75,82.54,8.46
